AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,lad16nm,text,easting,northing,long,lat
107152522016,2016-04-08,Apr,Fri,10,Pedestrian,Slight,Daylight,Female,56-65,Salford,At 10:31 on Friday 08 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371924,393794,-2.4241217710178917,53.44016562620468
107153182016,2016-05-08,May,Sun,23,Taxi,Slight,Dark,Male,56-65,Salford,At 23:12 on Sunday 08 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372013,403910,-2.423687622941591,53.53109482148508
107153182016,2016-05-08,May,Sun,23,Taxi,Slight,Dark,Male,36-45,Salford,At 23:12 on Sunday 08 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372013,403910,-2.423687622941591,53.53109482148508
107154252016,2016-05-03,May,Tues,14,Car,Slight,Dark,Male,26-35,Salford,At 14:35 on Tuesday 03 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374858,399535,-2.380415929898186,53.49191595284667
107154252016,2016-05-03,May,Tues,14,Car,Slight,Dark,Female,21-25,Salford,At 14:35 on Tuesday 03 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,374858,399535,-2.380415929898186,53.49191595284667
107154302016,2016-05-04,May,Wed,8,Pedal Cycle,Serious,Daylight,Male,56-65,Salford,At 08:55 on Wednesday 04 May 2016 a serious collision occured involving 3 vehicle(s) and  1 casualtie(s).,378371,402199,-2.3276527633704345,53.5160175561768
107154342016,2016-05-07,May,Sat,10,Car,Slight,Dark,Female,26-35,Salford,At 10:51 on Saturday 07 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,375916,402826,-2.3647238399207366,53.52154588228142
107154382016,2016-05-02,May,Mon,8,Car,Slight,Daylight,Male,16-20,Salford,At 08:36 on Monday 02 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381172,399470,-2.285247124850514,53.49159690785094
107154382016,2016-05-02,May,Mon,8,Car,Slight,Daylight,Female,11-15,Salford,At 08:36 on Monday 02 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,381172,399470,-2.285247124850514,53.49159690785094
107154782016,2016-05-07,May,Sat,17,Pedestrian,Slight,Dark,Female,11-15,Salford,At 17:17 on Saturday 07 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,378801,399732,-2.3210004206515027,53.49386113670469
107154922016,2016-05-09,May,Mon,17,Pedal Cycle,Serious,Daylight,Male,46-55,Salford,At 17:20 on Monday 09 May 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,379587,398479,-2.3090713119580157,53.4826300605289
107155372016,2016-05-12,May,Thurs,11,Pedal Cycle,Serious,Dark,Male,26-35,Salford,At 11:54 on Thursday 12 May 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,376490,397632,-2.3556753010654594,53.47488710649074
107155392016,2016-05-07,May,Sat,19,Pedestrian,Slight,Daylight,Male,21-25,Salford,At 19:26 on Saturday 07 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,382358,398141,-2.2672965910650156,53.479692778788504
107155502016,2016-05-18,May,Wed,15,Car,Slight,Daylight,Female,16-20,Salford,At 15:58 on Wednesday 18 May 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,378819,399565,-2.3207177773721503,53.49236082370615
107155502016,2016-05-18,May,Wed,15,Car,Slight,Daylight,Female,56-65,Salford,At 15:58 on Wednesday 18 May 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,378819,399565,-2.3207177773721503,53.49236082370615
107159502016,2016-05-25,May,Wed,17,Powered 2 Wheeler,Slight,Daylight,Male,21-25,Salford,At 17:35 on Wednesday 25 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,383468,398788,-2.2506056708789997,53.4855445106843
107159842016,2016-05-19,May,Thurs,20,Powered 2 Wheeler,Slight,Daylight,Male,21-25,Salford,At 20:10 on Thursday 19 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,376638,397950,-2.353469313457498,53.47775199646546
107159872016,2016-05-14,May,Sat,10,Powered 2 Wheeler,Slight,Daylight,Male,16-20,Salford,At 10:00 on Saturday 14 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372563,394963,-2.4146049207955436,53.45070667716891
107160552016,2016-06-02,Jun,Thurs,3,Car,Serious,Dark,Male,16-20,Salford,At 03:50 on Thursday 02 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,377788,399126,-2.3362259335130404,53.48837223713434
107161352016,2016-04-01,Apr,Fri,6,Pedal Cycle,Slight,Dark,Male,36-45,Salford,At 06:00 on Friday 01 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381200,399461,-2.2848245677295433,53.49151702036203
107162012016,2016-05-12,May,Thurs,19,Car,Slight,Daylight,Female,36-45,Salford,At 19:40 on Thursday 12 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371986,394280,-2.4232318899536582,53.44453722613061
107162012016,2016-05-12,May,Thurs,19,Car,Slight,Daylight,Female,6-10,Salford,At 19:40 on Thursday 12 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371986,394280,-2.4232318899536582,53.44453722613061
107162012016,2016-05-12,May,Thurs,19,Car,Slight,Daylight,Male,26-35,Salford,At 19:40 on Thursday 12 May 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,371986,394280,-2.4232318899536582,53.44453722613061
107162012016,2016-05-12,May,Thurs,19,Car,Slight,Daylight,Female,26-35,Salford,At 19:40 on Thursday 12 May 2016 a slight collision occured involving 2 vehicle(s) and  4 casualtie(s).,371986,394280,-2.4232318899536582,53.44453722613061
107162012016,2016-05-12,May,Thurs,19,Car,Slight,Daylight,Female,6-10,Salford,At 19:40 on Thursday 12 May 2016 a slight collision occured involving 2 vehicle(s) and  5 casualtie(s).,371986,394280,-2.4232318899536582,53.44453722613061
107162162016,2016-05-29,May,Sun,15,Pedestrian,Slight,Daylight,Male,6-10,Salford,At 15:30 on Sunday 29 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372021,403100,-2.4234942619871416,53.523814873890856
107163022016,2016-05-09,May,Mon,19,Pedestrian,Slight,Daylight,Male,26-35,Salford,At 19:15 on Monday 09 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,380411,399170,-2.2966980332704257,53.488872471272614
107164722016,2016-05-20,May,Fri,12,Car,Slight,Daylight,Female,26-35,Salford,At 12:40 on Friday 20 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,376252,399533,-2.3594054831412032,53.49196304290802
107165582016,2016-06-06,Jun,Mon,8,Powered 2 Wheeler,Slight,Daylight,Male,16-20,Salford,At 08:42 on Monday 06 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,378099,402454,-2.3317725912447473,53.51829823401032
107166072016,2016-06-04,Jun,Sat,13,Pedal Cycle,Serious,Daylight,Male,56-65,Salford,At 13:57 on Saturday 04 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,383341,401595,-2.252669648890187,53.51077069424702
107166892016,2016-06-01,Jun,Wed,18,Pedal Cycle,Serious,Daylight,Female,21-25,Salford,At 18:36 on Wednesday 01 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,383175,399014,-2.2550333316855484,53.487566525522944
107167092016,2016-05-28,May,Sat,14,Car,Slight,Daylight,Female,56-65,Salford,At 14:15 on Saturday 28 May 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,377228,398152,-2.34459453148604,53.47959360838532
107167092016,2016-05-28,May,Sat,14,Car,Slight,Daylight,Male,46-55,Salford,At 14:15 on Saturday 28 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,377228,398152,-2.34459453148604,53.47959360838532
107167092016,2016-05-28,May,Sat,14,Car,Slight,Daylight,Female,46-55,Salford,At 14:15 on Saturday 28 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,377228,398152,-2.34459453148604,53.47959360838532
107167462016,2016-06-01,Jun,Wed,21,Car,Slight,Daylight,Male,16-20,Salford,At 21:09 on Wednesday 01 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372801,403761,-2.4117870414065403,53.52979714479798
107167462016,2016-06-01,Jun,Wed,21,Car,Slight,Daylight,Male,26-35,Salford,At 21:09 on Wednesday 01 June 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,372801,403761,-2.4117870414065403,53.52979714479798
107167462016,2016-06-01,Jun,Wed,21,Car,Slight,Daylight,Male,21-25,Salford,At 21:09 on Wednesday 01 June 2016 a slight collision occured involving 1 vehicle(s) and  3 casualtie(s).,372801,403761,-2.4117870414065403,53.52979714479798
107168432016,2016-06-06,Jun,Mon,15,Pedal Cycle,Slight,Daylight,Male,36-45,Salford,At 15:25 on Monday 06 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381825,399532,-2.2754087482961647,53.49217728652075
107168562016,2016-06-14,Jun,Tues,8,Powered 2 Wheeler,Slight,Daylight,Male,21-25,Salford,At 08:31 on Tuesday 14 June 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,378403,400669,-2.327064211156657,53.502266864312084
107169202016,2016-06-11,Jun,Sat,18,Powered 2 Wheeler,Slight,Daylight,Male,21-25,Salford,At 18:38 on Saturday 11 June 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,383741,401829,-2.2466503546837773,53.51288656550546
107169342016,2016-06-10,Jun,Fri,22,Pedal Cycle,Slight,Dark,Male,11-15,Salford,At 22:28 on Friday 10 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,379708,398795,-2.307268535283414,53.48547506843695
107169552016,2016-06-07,Jun,Tues,18,Pedal Cycle,Slight,Daylight,Male,46-55,Salford,At 18:00 on Tuesday 07 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,383551,398707,-2.2493505994242886,53.484819073705715
107170612016,2016-06-23,Jun,Thurs,12,Goods Vehicle,Slight,Daylight,Male,26-35,Salford,At 12:00 on Thursday 23 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,383054,400491,-2.2569371857677063,53.50083837063791
107170992016,2016-06-26,Jun,Sun,0,Pedestrian,Serious,Dark,Female,66-75,Salford,At 00:10 on Sunday 26 June 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,373914,402968,-2.39493071559317,53.52272621718957
107171202016,2016-06-09,Jun,Thurs,18,Pedal Cycle,Slight,Daylight,Female,46-55,Salford,At 18:30 on Thursday 09 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381571,398570,-2.279180240800652,53.48352163532731
107171392016,2016-06-03,Jun,Fri,23,Goods Vehicle,Slight,Dark,Male,56-65,Salford,At 23:05 on Friday 03 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,376989,400610,-2.348376827372639,53.50167628932474
107172202016,2016-06-15,Jun,Wed,16,Car,Slight,Daylight,Female,26-35,Salford,At 16:17 on Wednesday 15 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,377290,398559,-2.3436899260455246,53.48325452679919
107172632016,2016-06-20,Jun,Mon,19,Car,Slight,Daylight,Male,36-45,Salford,At 19:13 on Monday 20 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381143,399466,-2.2856839695555795,53.49155990980912
107172632016,2016-06-20,Jun,Mon,19,Car,Slight,Daylight,Female,21-25,Salford,At 19:13 on Monday 20 June 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,381143,399466,-2.2856839695555795,53.49155990980912
107172982016,2016-06-29,Jun,Wed,8,Pedestrian,Serious,Daylight,Male,11-15,Salford,At 08:10 on Wednesday 29 June 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,374239,402369,-2.3899793162708844,53.51735840645265
107175522016,2016-06-24,Jun,Fri,15,Other Vehicle,Slight,Daylight,Male,56-65,Salford,At 15:30 on Friday 24 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,375584,397014,-2.3692767567833117,53.469290928476894
107175542016,2016-06-27,Jun,Mon,15,Car,Slight,Daylight,Female,36-45,Salford,At 15:44 on Monday 27 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,382986,400631,-2.2579699502073938,53.502094524331504
107175942016,2016-06-24,Jun,Fri,18,Pedestrian,Slight,Daylight,Male,11-15,Salford,At 18:15 on Friday 24 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371612,403133,-2.429666273059082,53.524089459815606
107175992016,2016-06-17,Jun,Fri,12,Pedestrian,Slight,Daylight,Female,0-5,Salford,At 12:46 on Friday 17 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,382857,401528,-2.259964091999002,53.51015281568349
107176272016,2016-07-01,Jul,Fri,8,Car,Slight,Dark,Female,21-25,Salford,At 08:20 on Friday 01 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372633,393795,-2.4134489023197077,53.44021205240014
107178702016,2016-07-01,Jul,Fri,12,Car,Slight,Daylight,Female,56-65,Salford,At 12:00 on Friday 01 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,377834,401534,-2.335703737113082,53.510017897707336
107179232016,2016-06-28,Jun,Tues,8,Pedal Cycle,Serious,Daylight,Male,56-65,Salford,At 08:33 on Tuesday 28 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,382888,400871,-2.259460554235092,53.50424851774235
107179502016,2016-07-09,Jul,Sat,17,Pedestrian,Slight,Daylight,Female,26-35,Salford,At 17:06 on Saturday 09 July 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,383784,401853,-2.246003184635613,53.51310362213161
107179632016,2016-07-06,Jul,Wed,9,Pedal Cycle,Slight,Daylight,Male,21-25,Salford,At 09:10 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,382678,401463,-2.2626595386901003,53.50956267113775
107180462016,2016-07-06,Jul,Wed,20,Powered 2 Wheeler,Serious,Daylight,Male,26-35,Salford,At 20:25 on Wednesday 06 July 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,372971,403373,-2.4091889023532755,53.526318558449994
107180552016,2016-07-08,Jul,Fri,21,Car,Slight,Dark,Female,36-45,Salford,At 21:20 on Friday 08 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373791,402597,-2.3967547249918355,53.5193854647344
107180552016,2016-07-08,Jul,Fri,21,Car,Slight,Dark,Female,16-20,Salford,At 21:20 on Friday 08 July 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,373791,402597,-2.3967547249918355,53.5193854647344
107180552016,2016-07-08,Jul,Fri,21,Car,Slight,Dark,Male,21-25,Salford,At 21:20 on Friday 08 July 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,373791,402597,-2.3967547249918355,53.5193854647344
107181042016,2016-06-14,Jun,Tues,19,Car,Slight,Daylight,Female,21-25,Salford,At 19:51 on Tuesday 14 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,376798,402289,-2.351381126431595,53.51675908198432
107181372016,2016-07-13,Jul,Wed,17,Powered 2 Wheeler,Serious,Daylight,Male,46-55,Salford,At 17:20 on Wednesday 13 July 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,383118,400370,-2.255965811397651,53.49975285645672
107181742016,2016-07-06,Jul,Wed,14,Car,Slight,Daylight,Female,66-75,Salford,At 14:25 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,376680,397780,-2.352823816916956,53.47622586197522
107181742016,2016-07-06,Jul,Wed,14,Car,Slight,Daylight,Female,26-35,Salford,At 14:25 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,376680,397780,-2.352823816916956,53.47622586197522
107181742016,2016-07-06,Jul,Wed,14,Car,Slight,Daylight,Male,26-35,Salford,At 14:25 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,376680,397780,-2.352823816916956,53.47622586197522
107181772016,2016-07-06,Jul,Wed,9,Pedal Cycle,Slight,Daylight,Male,26-35,Salford,At 09:10 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,382678,401461,-2.262659427434391,53.50954469454529
107182412016,2016-07-14,Jul,Thurs,20,Pedal Cycle,Slight,Daylight,Male,26-35,Salford,At 20:45 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373548,403811,-2.4005225474169682,53.53028485094992
107182782016,2016-07-15,Jul,Fri,22,Powered 2 Wheeler,Slight,Dark,Male,21-25,Salford,At 22:45 on Friday 15 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381642,397496,-2.2780471579620976,53.473870663968334
107183752016,2016-06-11,Jun,Sat,13,Car,Slight,Dark,Male,46-55,Salford,At 13:10 on Saturday 11 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,379335,401321,-2.313056877272154,53.508164858126065
107183752016,2016-06-11,Jun,Sat,13,Car,Slight,Dark,Female,0-5,Salford,At 13:10 on Saturday 11 June 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,379335,401321,-2.313056877272154,53.508164858126065
107183862016,2016-07-14,Jul,Thurs,18,Goods Vehicle,Slight,Daylight,Male,21-25,Salford,At 18:20 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374979,399381,-2.3785798919491663,53.49053756082833
107184002016,2016-07-16,Jul,Sat,15,Car,Slight,Dark,Female,56-65,Salford,At 15:57 on Saturday 16 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,379518,399552,-2.310181467199077,53.492271802731246
107184622016,2016-07-14,Jul,Thurs,17,Car,Slight,Daylight,Male,36-45,Salford,At 17:50 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,382706,400192,-2.262166779496327,53.49813946297602
107184622016,2016-07-14,Jul,Thurs,17,Car,Slight,Daylight,Male,26-35,Salford,At 17:50 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,382706,400192,-2.262166779496327,53.49813946297602
107184622016,2016-07-14,Jul,Thurs,17,Car,Slight,Daylight,Male,21-25,Salford,At 17:50 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,382706,400192,-2.262166779496327,53.49813946297602
107184622016,2016-07-14,Jul,Thurs,17,Car,Slight,Daylight,Male,46-55,Salford,At 17:50 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  4 casualtie(s).,382706,400192,-2.262166779496327,53.49813946297602
107184622016,2016-07-14,Jul,Thurs,17,Car,Slight,Daylight,Male,16-20,Salford,At 17:50 on Thursday 14 July 2016 a slight collision occured involving 2 vehicle(s) and  5 casualtie(s).,382706,400192,-2.262166779496327,53.49813946297602
107186902016,2016-07-27,Jul,Wed,10,Car,Slight,Dark,Male,26-35,Salford,At 10:15 on Wednesday 27 July 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,377277,400976,-2.3440617572145324,53.50497856787742
107186902016,2016-07-27,Jul,Wed,10,Car,Slight,Dark,Female,6-10,Salford,At 10:15 on Wednesday 27 July 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,377277,400976,-2.3440617572145324,53.50497856787742
107188732016,2016-07-20,Jul,Wed,18,Pedestrian,Fatal,Daylight,Female,Over 75,Salford,At 18:10 on Wednesday 20 July 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,377486,400858,-2.3409022285886745,53.503926989748926
107189752016,2016-07-26,Jul,Tues,6,Car,Slight,Dark,Male,26-35,Salford,At 06:21 on Tuesday 26 July 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,375008,399285,-2.3781351400669815,53.48967607578885
107190622016,2016-07-27,Jul,Wed,13,Car,Slight,Daylight,Female,26-35,Salford,At 13:45 on Wednesday 27 July 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,377215,401006,-2.344998698141845,53.505245518964024
107190622016,2016-07-27,Jul,Wed,13,Car,Slight,Daylight,Female,36-45,Salford,At 13:45 on Wednesday 27 July 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,377215,401006,-2.344998698141845,53.505245518964024
107190652016,2016-08-15,Aug,Mon,14,Powered 2 Wheeler,Serious,Daylight,Male,16-20,Salford,At 14:55 on Monday 15 August 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,378806,398625,-2.3208498960659334,53.48391131224856
107190652016,2016-08-15,Aug,Mon,14,Powered 2 Wheeler,Serious,Daylight,Male,16-20,Salford,At 14:55 on Monday 15 August 2016 a serious collision occured involving 2 vehicle(s) and  2 casualtie(s).,378806,398625,-2.3208498960659334,53.48391131224856
107192122016,2016-08-07,Aug,Sun,9,Car,Slight,Dark,Male,Over 75,Salford,At 09:30 on Sunday 07 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,376650,402893,-2.353658323027691,53.52218137222201
107192702016,2016-08-12,Aug,Fri,16,Pedal Cycle,Slight,Daylight,Male,11-15,Salford,At 16:38 on Friday 12 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381311,399635,-2.2831620114074695,53.493084964224394
107193422016,2016-08-06,Aug,Sat,22,Car,Slight,Dark,Male,11-15,Salford,At 22:40 on Saturday 06 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,382998,401344,-2.257827966561022,53.50850357725507
107193532016,2016-08-06,Aug,Sat,19,Pedestrian,Slight,Daylight,Female,6-10,Salford,At 19:15 on Saturday 06 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,380467,398657,-2.2958219476656643,53.48426356433046
107193792016,2016-07-29,Jul,Fri,13,Pedal Cycle,Serious,Daylight,Male,26-35,Salford,At 13:43 on Friday 29 July 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,379543,397897,-2.309696207870564,53.47739714974239
107194012016,2016-08-02,Aug,Tues,15,Car,Slight,Daylight,Female,21-25,Salford,At 15:05 on Tuesday 02 August 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,375090,399123,-2.376886390127404,53.48822388895269
107194372016,2016-08-16,Aug,Tues,23,Car,Slight,Dark,Male,26-35,Salford,At 23:00 on Tuesday 16 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370711,395766,-2.442565964735897,53.457824122297254
107194372016,2016-08-16,Aug,Tues,23,Car,Slight,Dark,Male,26-35,Salford,At 23:00 on Tuesday 16 August 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,370711,395766,-2.442565964735897,53.457824122297254
107194372016,2016-08-16,Aug,Tues,23,Car,Slight,Dark,Male,26-35,Salford,At 23:00 on Tuesday 16 August 2016 a slight collision occured involving 1 vehicle(s) and  3 casualtie(s).,370711,395766,-2.442565964735897,53.457824122297254
107194462016,2016-08-16,Aug,Tues,17,Goods Vehicle,Slight,Daylight,Male,46-55,Salford,At 17:47 on Tuesday 16 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,380996,399544,-2.2879042963610687,53.492255676792716
107194762016,2016-08-05,Aug,Fri,12,Car,Slight,Daylight,Male,Over 75,Salford,At 12:24 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,377689,402050,-2.3379270293463463,53.514649660384414
107194762016,2016-08-05,Aug,Fri,12,Car,Slight,Daylight,Male,21-25,Salford,At 12:24 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  4 casualtie(s).,377689,402050,-2.3379270293463463,53.514649660384414
107194762016,2016-08-05,Aug,Fri,12,Car,Slight,Daylight,Female,21-25,Salford,At 12:24 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  5 casualtie(s).,377689,402050,-2.3379270293463463,53.514649660384414
107194762016,2016-08-05,Aug,Fri,12,Car,Slight,Daylight,Male,26-35,Salford,At 12:24 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,377689,402050,-2.3379270293463463,53.514649660384414
107194762016,2016-08-05,Aug,Fri,12,Car,Slight,Daylight,Male,26-35,Salford,At 12:24 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  6 casualtie(s).,377689,402050,-2.3379270293463463,53.514649660384414
107194762016,2016-08-05,Aug,Fri,12,Car,Slight,Daylight,Male,46-55,Salford,At 12:24 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  3 casualtie(s).,377689,402050,-2.3379270293463463,53.514649660384414
107194772016,2016-08-10,Aug,Wed,8,Pedestrian,Slight,Daylight,Female,56-65,Salford,At 08:36 on Wednesday 10 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371995,403917,-2.423959795114054,53.531156775254956
107195282016,2016-08-20,Aug,Sat,8,Car,Slight,Daylight,Female,36-45,Salford,At 08:30 on Saturday 20 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369922,393967,-2.454275409583657,53.44160972618214
107195302016,2016-08-23,Aug,Tues,22,Pedal Cycle,Slight,Dark,Male,11-15,Salford,At 22:10 on Tuesday 23 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,382346,399928,-2.267578571267195,53.49575451196364
107195722016,2016-08-17,Aug,Wed,6,Car,Slight,Daylight,Female,36-45,Salford,At 06:15 on Wednesday 17 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374578,398776,-2.3845743085580247,53.485080379255244
107196462016,2016-08-16,Aug,Tues,21,Pedestrian,Slight,Dark,Female,56-65,Salford,At 21:35 on Tuesday 16 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381644,401953,-2.27827941586729,53.513931624852184
107196642016,2016-08-17,Aug,Wed,8,Pedal Cycle,Serious,Daylight,Male,16-20,Salford,At 08:16 on Wednesday 17 August 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,383356,398629,-2.252285005298876,53.4841118099682
107197572016,2016-08-18,Aug,Thurs,15,Car,Slight,Daylight,Female,66-75,Salford,At 15:30 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,379477,400579,-2.3108669916097067,53.50150115720563
107197572016,2016-08-18,Aug,Thurs,15,Car,Slight,Daylight,Female,16-20,Salford,At 15:30 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,379477,400579,-2.3108669916097067,53.50150115720563
107197572016,2016-08-18,Aug,Thurs,15,Car,Slight,Daylight,Male,16-20,Salford,At 15:30 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,379477,400579,-2.3108669916097067,53.50150115720563
107198722016,2016-08-26,Aug,Fri,2,Pedestrian,Serious,Dark,Male,46-55,Salford,At 02:15 on Friday 26 August 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,381182,400094,-2.285134060978362,53.49720596839733
107199052016,2016-08-25,Aug,Thurs,21,Car,Slight,Dark,Female,36-45,Salford,At 21:55 on Thursday 25 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,381340,398152,-2.282636206274059,53.47975632679799
