AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,lad16nm,text,easting,northing,long,lat
100104362016,2016-01-09,Jan,Sat,18,Pedestrian,Slight,Dark,Male,11-15,Bolton,At 18:50 on Saturday 09 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371373,408666,-2.4337797060064252,53.57380745461661
100104672016,2016-01-05,Jan,Tues,6,Pedal Cycle,Slight,Dark,Male,46-55,Bolton,At 06:20 on Tuesday 05 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369656,409361,-2.459775723991542,53.57995723618881
100104862016,2016-01-05,Jan,Tues,7,Pedestrian,Slight,Daylight,Male,66-75,Bolton,At 07:45 on Tuesday 05 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371519,411085,-2.4317966473052595,53.59555745745904
100105052016,2016-01-09,Jan,Sat,17,Car,Slight,Dark,Female,46-55,Bolton,At 17:14 on Saturday 09 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,375432,407482,-2.37239110251641,53.56337220779759
100105102016,2016-01-05,Jan,Tues,16,Pedestrian,Slight,Dark,Male,11-15,Bolton,At 16:15 on Tuesday 05 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,376059,407319,-2.362912524946423,53.56193625694598
100105742016,2016-01-07,Jan,Thurs,10,Car,Slight,Daylight,Male,46-55,Bolton,At 10:10 on Thursday 07 January 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,370165,410112,-2.452160333207663,53.58673653515329
100105882016,2016-01-07,Jan,Thurs,11,Pedestrian,Slight,Daylight,Male,56-65,Bolton,At 11:45 on Thursday 07 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372705,409292,-2.413720193295544,53.579505261482595
100106132016,2016-05-10,May,Tues,16,Pedestrian,Slight,Daylight,Female,6-10,Bolton,At 16:10 on Tuesday 10 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370967,407000,-2.4397552297077434,53.55881098006238
100107762016,2016-01-06,Jan,Wed,22,Pedestrian,Slight,Dark,Male,36-45,Bolton,At 22:50 on Wednesday 06 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371459,411647,-2.4327548193105684,53.60060543703274
100107792016,2016-01-12,Jan,Tues,11,Car,Slight,Daylight,Male,46-55,Bolton,At 11:45 on Tuesday 12 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371286,409487,-2.4351693026790735,53.581181852315154
100108452016,2016-01-18,Jan,Mon,14,Car,Slight,Daylight,Male,56-65,Bolton,At 14:01 on Monday 18 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374011,405888,-2.3937112354430132,53.54897640848302
100109042016,2016-01-15,Jan,Fri,17,Pedestrian,Slight,Dark,Female,Over 75,Bolton,At 17:10 on Friday 15 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371041,407013,-2.438639366685781,53.55893192875521
100110442016,2016-01-15,Jan,Fri,20,Car,Slight,Dark,Female,21-25,Bolton,At 20:25 on Friday 15 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371685,407980,-2.4290057678106893,53.56765865576635
100110442016,2016-01-15,Jan,Fri,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:25 on Friday 15 January 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371685,407980,-2.4290057678106893,53.56765865576635
100110442016,2016-01-15,Jan,Fri,20,Car,Slight,Dark,Female,26-35,Bolton,At 20:25 on Friday 15 January 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,371685,407980,-2.4290057678106893,53.56765865576635
100110732016,2016-01-15,Jan,Fri,17,Pedestrian,Serious,Dark,Male,46-55,Bolton,At 17:20 on Friday 15 January 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371052,407019,-2.438473872860798,53.55898646623775
100110892016,2016-01-09,Jan,Sat,13,Bus or Coach,Serious,Daylight,Female,Over 75,Bolton,At 13:10 on Saturday 09 January 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,375993,404365,-2.3636810577972533,53.53538223209213
100111352016,2016-01-01,Jan,Fri,3,Car,Slight,Dark,Male,36-45,Bolton,At 03:25 on Friday 01 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371784,408980,-2.4276017143083295,53.57665205566103
100111612016,2016-01-12,Jan,Tues,19,Pedestrian,Slight,Dark,Female,16-20,Bolton,At 19:25 on Tuesday 12 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370989,407956,-2.4395122429053635,53.567404772263565
100111612016,2016-01-12,Jan,Tues,19,Pedestrian,Slight,Dark,Female,16-20,Bolton,At 19:25 on Tuesday 12 January 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,370989,407956,-2.4395122429053635,53.567404772263565
100112702016,2016-01-31,Jan,Sun,22,Pedestrian,Fatal,Dark,Female,46-55,Bolton,At 22:00 on Sunday 31 January 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,371835,409491,-2.426877809334273,53.58124769401461
100112752016,2016-01-20,Jan,Wed,16,Pedestrian,Serious,Daylight,Female,11-15,Bolton,At 16:26 on Wednesday 20 January 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371529,412182,-2.4317461496447805,53.60541783638191
100112762016,2016-01-23,Jan,Sat,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:25 on Saturday 23 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373308,404774,-2.404225546036906,53.53892822972886
100112762016,2016-01-23,Jan,Sat,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:25 on Saturday 23 January 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,373308,404774,-2.404225546036906,53.53892822972886
100112762016,2016-01-23,Jan,Sat,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:25 on Saturday 23 January 2016 a slight collision occured involving 1 vehicle(s) and  3 casualtie(s).,373308,404774,-2.404225546036906,53.53892822972886
100112882016,2016-01-17,Jan,Sun,15,Car,Slight,Dark,Male,21-25,Bolton,At 15:15 on Sunday 17 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369476,410329,-2.4625893168169504,53.58864712119841
100112882016,2016-01-17,Jan,Sun,15,Car,Slight,Dark,Female,46-55,Bolton,At 15:15 on Sunday 17 January 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,369476,410329,-2.4625893168169504,53.58864712119841
100113102016,2016-01-22,Jan,Fri,16,Pedestrian,Slight,Daylight,Male,11-15,Bolton,At 16:10 on Friday 22 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370001,408034,-2.4544371853847036,53.56805006830645
100113752016,2016-01-22,Jan,Fri,19,Car,Slight,Dark,Male,0-5,Bolton,At 19:39 on Friday 22 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371432,409098,-2.4329284389524535,53.577693514257554
100113932016,2016-01-19,Jan,Tues,15,Car,Slight,Dark,Male,21-25,Bolton,At 15:56 on Tuesday 19 January 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,373105,409384,-2.4076869532469125,53.58035291347962
100113932016,2016-01-19,Jan,Tues,15,Car,Slight,Dark,Female,36-45,Bolton,At 15:56 on Tuesday 19 January 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,373105,409384,-2.4076869532469125,53.58035291347962
100114002016,2016-01-15,Jan,Fri,15,Powered 2 Wheeler,Slight,Daylight,Male,16-20,Bolton,At 15:48 on Friday 15 January 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,373526,409409,-2.4013305866624957,53.58059912644338
100114002016,2016-01-15,Jan,Fri,15,Powered 2 Wheeler,Slight,Daylight,Female,16-20,Bolton,At 15:48 on Friday 15 January 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,373526,409409,-2.4013305866624957,53.58059912644338
100114062016,2016-01-19,Jan,Tues,16,Car,Slight,Dark,Male,21-25,Bolton,At 16:41 on Tuesday 19 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,368118,407957,-2.4828603013542905,53.567246550523976
100114662016,2016-01-30,Jan,Sat,12,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 12:00 on Saturday 30 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370510,408609,-2.446806380212291,53.57324714697616
100114982016,2016-01-27,Jan,Wed,23,Car,Slight,Dark,Female,16-20,Bolton,At 23:40 on Wednesday 27 January 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,367953,410927,-2.48565758501069,53.593930705192435
100115242016,2016-01-28,Jan,Thurs,18,Pedestrian,Fatal,Dark,Male,Over 75,Bolton,At 18:00 on Thursday 28 January 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,371883,409010,-2.4261093339872115,53.57692703437631
100115712016,2016-01-18,Jan,Mon,7,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 07:59 on Monday 18 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373235,405821,-2.405416978438166,53.548335054510204
100116502016,2016-01-31,Jan,Sun,1,Car,Serious,Dark,Male,26-35,Bolton,At 01:15 on Sunday 31 January 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,373571,406599,-2.4004121435356924,53.55534489408
100116672016,2016-01-21,Jan,Thurs,14,Car,Slight,Dark,Male,66-75,Bolton,At 14:45 on Thursday 21 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373137,409852,-2.4072441028027676,53.58456096928513
100116792016,2016-01-06,Jan,Wed,17,Powered 2 Wheeler,Serious,Dark,Male,21-25,Bolton,At 17:09 on Wednesday 06 January 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,372890,409333,-2.410929714772771,53.57988340682347
100117102016,2016-02-05,Feb,Fri,7,Pedestrian,Serious,Daylight,Male,56-65,Bolton,At 07:30 on Friday 05 February 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,372039,408214,-2.4236818434409924,53.56978092086972
100117112016,2016-02-02,Feb,Tues,18,Car,Slight,Dark,Male,26-35,Bolton,At 18:01 on Tuesday 02 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370095,410132,-2.4532196419994325,53.58691229221668
100117112016,2016-02-02,Feb,Tues,18,Car,Slight,Dark,Male,26-35,Bolton,At 18:01 on Tuesday 02 February 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,370095,410132,-2.4532196419994325,53.58691229221668
100117382016,2016-02-03,Feb,Wed,19,Pedestrian,Slight,Dark,Female,26-35,Bolton,At 19:30 on Wednesday 03 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,375374,407451,-2.373264292343659,53.563090845082506
100117382016,2016-02-03,Feb,Wed,19,Pedestrian,Slight,Dark,Female,6-10,Bolton,At 19:30 on Wednesday 03 February 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,375374,407451,-2.373264292343659,53.563090845082506
100118042016,2016-02-11,Feb,Thurs,2,Car,Serious,Dark,Male,16-20,Bolton,At 02:20 on Thursday 11 February 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,372507,405908,-2.4164115568243494,53.54907924782247
100118042016,2016-02-11,Feb,Thurs,2,Car,Fatal,Dark,Male,16-20,Bolton,At 02:20 on Thursday 11 February 2016 a fatal collision occured involving 2 vehicle(s) and  2 casualtie(s).,372507,405908,-2.4164115568243494,53.54907924782247
100118062016,2016-02-08,Feb,Mon,17,Pedestrian,Slight,Dark,Male,26-35,Bolton,At 17:30 on Monday 08 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371523,411146,-2.431741805566317,53.59610594393635
100118362016,2016-02-02,Feb,Tues,13,Car,Slight,Daylight,Male,66-75,Bolton,At 13:20 on Tuesday 02 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373876,405341,-2.3957027865484015,53.54405317810627
100119352016,2016-02-08,Feb,Mon,10,Car,Slight,Dark,Male,21-25,Bolton,At 10:50 on Monday 08 February 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,369090,412783,-2.4686644936629847,53.61068086159201
100119352016,2016-02-08,Feb,Mon,10,Car,Slight,Dark,Male,36-45,Bolton,At 10:50 on Monday 08 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369090,412783,-2.4686644936629847,53.61068086159201
100119602016,2016-01-30,Jan,Sat,15,Pedestrian,Slight,Daylight,Male,56-65,Bolton,At 15:45 on Saturday 30 January 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371342,408971,-2.4342759416865993,53.57654710537343
100121392016,2016-02-08,Feb,Mon,21,Car,Slight,Dark,Male,21-25,Bolton,At 21:10 on Monday 08 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,367018,409337,-2.499614867105339,53.57958169759457
100121462016,2016-02-09,Feb,Tues,8,Car,Slight,Daylight,Female,46-55,Bolton,At 08:40 on Tuesday 09 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370023,407318,-2.4540360467404967,53.56161590488915
100121982016,2016-02-16,Feb,Tues,19,Car,Slight,Dark,Female,26-35,Bolton,At 19:35 on Tuesday 16 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369963,408255,-2.4550322752193137,53.57003423786524
100122002016,2016-01-06,Jan,Wed,7,Car,Slight,Dark,Female,21-25,Bolton,At 07:28 on Wednesday 06 January 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373770,405779,-2.39733926206344,53.54798466770418
100122542016,2016-02-11,Feb,Thurs,14,Pedal Cycle,Slight,Daylight,Male,26-35,Bolton,At 14:00 on Thursday 11 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372773,410726,-2.4128188480274044,53.59239766234123
100122582016,2016-02-10,Feb,Wed,15,Car,Slight,Daylight,Female,26-35,Bolton,At 15:10 on Wednesday 10 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369354,409768,-2.464376960297855,53.583597721703185
100123122016,2016-01-06,Jan,Wed,18,Powered 2 Wheeler,Serious,Dark,Male,26-35,Bolton,At 18:30 on Wednesday 06 January 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,375335,405344,-2.373686076827899,53.544151009756995
100123872016,2016-02-10,Feb,Wed,7,Pedestrian,Slight,Daylight,Male,11-15,Bolton,At 07:56 on Wednesday 10 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371625,405901,-2.4297221798176416,53.54896921705066
100125072016,2016-02-11,Feb,Thurs,18,Pedestrian,Serious,Dark,Female,16-20,Bolton,At 18:00 on Thursday 11 February 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,368122,408445,-2.4828498942165327,53.57163292893857
100125952016,2016-02-14,Feb,Sun,18,Bus or Coach,Slight,Dark,Female,36-45,Bolton,At 18:50 on Sunday 14 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,369446,408026,-2.4628162426835187,53.567946019486
100126072016,2016-02-13,Feb,Sat,23,Taxi,Slight,Dark,Male,26-35,Bolton,At 23:28 on Saturday 13 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372808,407525,-2.412010078050362,53.56362872463122
100126072016,2016-02-13,Feb,Sat,23,Taxi,Slight,Dark,Male,26-35,Bolton,At 23:28 on Saturday 13 February 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372808,407525,-2.412010078050362,53.56362872463122
100126232016,2016-02-26,Feb,Fri,10,Car,Slight,Daylight,Female,66-75,Bolton,At 10:40 on Friday 26 February 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,364443,410654,-2.5386550439447797,53.59124992870622
100127232016,2016-02-24,Feb,Wed,19,Powered 2 Wheeler,Serious,Dark,Male,46-55,Bolton,At 19:05 on Wednesday 24 February 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,369790,409360,-2.4577518161115006,53.579956012755915
100127352016,2016-02-17,Feb,Wed,14,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 14:16 on Wednesday 17 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372999,410381,-2.4093745405076494,53.58930852711136
100127372016,2016-03-07,Mar,Mon,20,Pedestrian,Serious,Dark,Female,21-25,Bolton,At 20:05 on Monday 07 March 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,368568,410801,-2.4763534171935815,53.59283559280366
100127372016,2016-03-07,Mar,Mon,20,Pedestrian,Slight,Dark,Female,21-25,Bolton,At 20:05 on Monday 07 March 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,368568,410801,-2.4763534171935815,53.59283559280366
100127392016,2016-02-24,Feb,Wed,7,Car,Slight,Daylight,Female,21-25,Bolton,At 07:25 on Wednesday 24 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,362244,409833,-2.571775324244644,53.58371669590466
100127912016,2016-02-14,Feb,Sun,12,Bus or Coach,Slight,Daylight,Male,6-10,Bolton,At 12:40 on Sunday 14 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372174,408449,-2.4216644338685684,53.57190032000096
100127942016,2016-03-08,Mar,Tues,18,Pedestrian,Fatal,Dark,Male,46-55,Bolton,At 18:49 on Tuesday 08 March 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,366327,406571,-2.509751734562184,53.554676977648995
100128632016,2016-02-23,Feb,Tues,9,Pedestrian,Slight,Daylight,Male,56-65,Bolton,At 09:05 on Tuesday 23 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,374879,405043,-2.380543049067545,53.54142386537741
100128632016,2016-02-23,Feb,Tues,9,Pedestrian,Slight,Daylight,Female,56-65,Bolton,At 09:05 on Tuesday 23 February 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,374879,405043,-2.380543049067545,53.54142386537741
100128672016,2016-02-15,Feb,Mon,8,Pedestrian,Slight,Daylight,Female,21-25,Bolton,At 08:25 on Monday 15 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,364604,410547,-2.536210650185847,53.59029915576872
100128702016,2016-02-22,Feb,Mon,8,Pedestrian,Slight,Daylight,Male,56-65,Bolton,At 08:45 on Monday 22 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,369914,407211,-2.455671228130561,53.56064792512302
100128722016,2016-02-24,Feb,Wed,14,Pedestrian,Slight,Daylight,Male,26-35,Bolton,At 14:50 on Wednesday 24 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,369988,407284,-2.454561147618268,53.56130830403519
100128922016,2016-02-24,Feb,Wed,10,Car,Slight,Daylight,Female,21-25,Bolton,At 10:15 on Wednesday 24 February 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,371633,410100,-2.429984317032586,53.58671047027519
100129032016,2016-02-10,Feb,Wed,10,Car,Slight,Daylight,Female,21-25,Bolton,At 10:51 on Wednesday 10 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371121,408377,-2.437558304323519,53.57119604635569
100129032016,2016-02-10,Feb,Wed,10,Goods Vehicle,Slight,Daylight,Male,56-65,Bolton,At 10:51 on Wednesday 10 February 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371121,408377,-2.437558304323519,53.57119604635569
100129682016,2016-03-05,Mar,Sat,10,Pedal Cycle,Slight,Daylight,Male,26-35,Bolton,At 10:15 on Saturday 05 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,363929,411663,-2.5465370697913903,53.60028344640217
100130172016,2016-03-02,Mar,Wed,8,Pedestrian,Slight,Dark,Female,11-15,Bolton,At 08:15 on Wednesday 02 March 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,361486,410925,-2.583359451773425,53.59347609332235
100130192016,2016-03-01,Mar,Tues,17,Car,Slight,Daylight,Male,26-35,Bolton,At 17:18 on Tuesday 01 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373585,408109,-2.400329026720053,53.56891762007196
100130192016,2016-03-01,Mar,Tues,17,Car,Slight,Daylight,Male,26-35,Bolton,At 17:18 on Tuesday 01 March 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,373585,408109,-2.400329026720053,53.56891762007196
100130192016,2016-03-01,Mar,Tues,17,Car,Serious,Daylight,Male,46-55,Bolton,At 17:18 on Tuesday 01 March 2016 a serious collision occured involving 2 vehicle(s) and  3 casualtie(s).,373585,408109,-2.400329026720053,53.56891762007196
100130202016,2016-02-29,Feb,Mon,16,Pedestrian,Serious,Daylight,Female,0-5,Bolton,At 16:03 on Monday 29 February 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,365280,405759,-2.525464601351735,53.54731033373018
100130712016,2016-02-19,Feb,Fri,16,Car,Slight,Dark,Male,26-35,Bolton,At 16:55 on Friday 19 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371458,411677,-2.432772687509012,53.6008750222382
100131392016,2016-03-04,Mar,Fri,14,Car,Slight,Dark,Female,26-35,Bolton,At 14:15 on Friday 04 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372259,409908,-2.4205111047850205,53.58501839633054
100131392016,2016-03-04,Mar,Fri,14,Car,Slight,Dark,Female,56-65,Bolton,At 14:15 on Friday 04 March 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372259,409908,-2.4205111047850205,53.58501839633054
100131812016,2016-02-26,Feb,Fri,13,Pedestrian,Slight,Daylight,Male,26-35,Bolton,At 13:15 on Friday 26 February 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371505,409285,-2.4318431088873074,53.57937826269459
100132312016,2016-03-07,Mar,Mon,17,Pedestrian,Serious,Dark,Male,Over 75,Bolton,At 17:49 on Monday 07 March 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,369601,410351,-2.4607031990087713,53.588852146090986
100132502016,2016-02-25,Feb,Thurs,22,Pedal Cycle,Slight,Dark,Male,26-35,Bolton,At 22:59 on Thursday 25 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374037,409421,-2.3936137426655533,53.58073263954918
100132902016,2016-03-16,Mar,Wed,5,Car,Slight,Daylight,Female,46-55,Bolton,At 05:48 on Wednesday 16 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371197,409686,-2.4365319570928214,53.58296556864774
100133682016,2016-03-03,Mar,Thurs,21,Pedal Cycle,Slight,Dark,Male,36-45,Bolton,At 21:00 on Thursday 03 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372854,407471,-2.41131088884318,53.563145759904764
100134212016,2016-02-24,Feb,Wed,12,Car,Slight,Daylight,Male,21-25,Bolton,At 12:31 on Wednesday 24 February 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371149,409970,-2.437283319499999,53.58551551616553
100134212016,2016-02-24,Feb,Wed,12,Powered 2 Wheeler,Slight,Daylight,Male,46-55,Bolton,At 12:31 on Wednesday 24 February 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371149,409970,-2.437283319499999,53.58551551616553
100134392016,2016-03-12,Mar,Sat,17,Pedal Cycle,Slight,Daylight,Male,21-25,Bolton,At 17:00 on Saturday 12 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374455,410508,-2.387389879353592,53.59052328844866
100136492016,2016-03-12,Mar,Sat,8,Car,Slight,Daylight,Female,21-25,Bolton,At 08:30 on Saturday 12 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370212,411210,-2.4515556384695745,53.59660802729933
100137112016,2016-03-18,Mar,Fri,14,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 14:20 on Friday 18 March 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372323,408909,-2.419455436161523,53.57604273796167
100138612016,2016-03-14,Mar,Mon,8,Pedestrian,Slight,Daylight,Female,Over 75,Bolton,At 08:50 on Monday 14 March 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,365083,410209,-2.5289366396435837,53.587293473518415
100139052016,2016-04-03,Apr,Sun,20,Taxi,Slight,Dark,Female,16-20,Bolton,At 20:55 on Sunday 03 April 2016 a slight collision occured involving 6 vehicle(s) and  1 casualtie(s).,369961,409642,-2.4551964358843907,53.58250048706627
100139552016,2016-03-16,Mar,Wed,11,Car,Slight,Daylight,Female,26-35,Bolton,At 11:50 on Wednesday 16 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370283,405516,-2.4499389942130794,53.545434287465106
100139552016,2016-03-16,Mar,Wed,11,Car,Slight,Daylight,Female,26-35,Bolton,At 11:50 on Wednesday 16 March 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,370283,405516,-2.4499389942130794,53.545434287465106
100139742016,2016-03-18,Mar,Fri,19,Car,Slight,Dark,Female,46-55,Bolton,At 19:00 on Friday 18 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373809,406834,-2.3968394490766904,53.55746907853676
100139752016,2016-03-25,Mar,Fri,17,Pedal Cycle,Slight,Daylight,Male,46-55,Bolton,At 17:10 on Friday 25 March 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,367172,406125,-2.4969503352242275,53.550722039754184
100139762016,2016-03-17,Mar,Thurs,21,Car,Slight,Dark,Male,56-65,Bolton,At 21:10 on Thursday 17 March 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,372046,408219,-2.4235765962293407,53.56982623565532
100140162016,2016-03-11,Mar,Fri,18,Pedestrian,Slight,Dark,Male,26-35,Bolton,At 18:58 on Friday 11 March 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372756,408807,-2.412907436667532,53.57514871775254
100140192016,2016-04-03,Apr,Sun,0,Car,Slight,Dark,Male,11-15,Bolton,At 00:40 on Sunday 03 April 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,371447,411661,-2.432937432505893,53.60073061273071
100140232016,2016-03-04,Mar,Fri,8,Car,Serious,Daylight,Male,46-55,Bolton,At 08:55 on Friday 04 March 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,369953,406032,-2.4549687172010906,53.55005327136194
100141192016,2016-04-03,Apr,Sun,1,Powered 2 Wheeler,Slight,Dark,Male,21-25,Bolton,At 01:25 on Sunday 03 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,365164,404113,-2.527031325270266,53.532508437234945
100142092016,2016-04-10,Apr,Sun,17,Pedestrian,Slight,Daylight,Male,6-10,Bolton,At 17:25 on Sunday 10 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372814,411430,-2.4122610698261364,53.598727370510296
100142242016,2016-04-09,Apr,Sat,15,Powered 2 Wheeler,Slight,Dark,Male,26-35,Bolton,At 15:33 on Saturday 09 April 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,364227,410808,-2.541935853196964,53.59261931879304
100142412016,2016-04-10,Apr,Sun,2,Car,Slight,Dark,Male,16-20,Bolton,At 02:03 on Sunday 10 April 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,369613,410351,-2.460521924234619,53.58885284430438
